Image_ID,Image_Name,confidence,ymin,xmin,ymax,xmax,class,similarity
image_0366,image_0366-1.png,0.8746775388717651,0.5944444444444444,0.28359375,0.7208333333333333,0.3875,0,0.782
image_0366,image_0366-2.png,0.8472210168838501,0.5861111111111111,0.43671875,0.7222222222222222,0.50625,1,0.8013
image_0367,image_0367-0.png,0.9000210762023926,0.6555555555555556,0.47109375,0.7611111111111111,0.53203125,0,0.763
image_0367,image_0367-1.png,0.8813638687133789,0.6416666666666667,0.68125,0.7638888888888888,0.78828125,1,0.825
image_0368,image_0368-0.png,0.911010444164276,0.6958333333333333,0.396875,0.8652777777777778,0.5125,0,0.7793
image_0368,image_0368-1.png,0.9099954962730408,0.6208333333333333,0.5640625,0.9,0.78828125,1,0.8364
image_0368,image_0368-2.png,0.8992798328399658,0.7097222222222223,0.17421875,0.8597222222222223,0.29609375,0,0.7837
image_0369,image_0369-0.png,0.8836612105369568,0.6972222222222222,0.421875,0.8291666666666667,0.55234375,0,0.794
image_0369,image_0369-1.png,0.8122299909591675,0.6958333333333333,0.58671875,0.8597222222222223,0.68828125,1,0.8374
image_0370,image_0370-0.png,0.908145785331726,0.7513888888888889,0.48828125,0.9027777777777778,0.609375,1,0.8164
image_0371,image_0371-0.png,0.8990347981452942,0.7138888888888889,0.39453125,0.8319444444444445,0.503125,1,0.814
image_0372,image_0372-0.png,0.8849132657051086,0.6777777777777778,0.26171875,0.8736111111111111,0.38515625,0,0.786
image_0372,image_0372-1.png,0.8527054190635681,0.7236111111111111,0.47421875,0.8680555555555556,0.58515625,1,0.82
image_0372,image_0372-2.png,0.7651529312133789,0.6902777777777778,0.61796875,0.8194444444444444,0.728125,1,0.826
image_0373,image_0373-0.png,0.8956234455108643,0.6569444444444444,0.3546875,0.8361111111111111,0.47578125,1,0.8037
image_0373,image_0373-1.png,0.88856440782547,0.7333333333333333,0.56796875,0.8402777777777778,0.6640625,0,0.781
image_0373,image_0373-2.png,0.8722923398017883,0.7125,0.2390625,0.8333333333333334,0.3390625,1,0.8315
image_0374,image_0374-0.png,0.8809870481491089,0.6555555555555556,0.48359375,0.7902777777777777,0.60859375,1,0.828
image_0374,image_0374-1.png,0.6689203381538391,0.6166666666666667,0.35234375,0.7819444444444444,0.41796875,1,0.833
image_0374,image_0374-2.png,0.5141063332557678,0.05,0.94609375,0.3513888888888888,0.99921875,0,0.752
image_0375,image_0375-0.png,0.9120181798934937,0.6513888888888889,0.42109375,0.8444444444444444,0.53359375,1,0.816
image_0376,image_0376-0.png,0.9159417152404784,0.5833333333333334,0.48046875,0.8222222222222222,0.61171875,0,0.796
image_0376,image_0376-1.png,0.9130138754844666,0.6194444444444445,0.878125,0.7805555555555556,0.96484375,1,0.811
image_0376,image_0376-2.png,0.8928536176681519,0.6847222222222222,0.2890625,0.7847222222222222,0.37734375,0,0.7734
image_0377,image_0377-0.png,0.9227235317230223,0.6555555555555556,0.6640625,0.8569444444444444,0.79140625,0,0.7954
image_0377,image_0377-1.png,0.9051313400268556,0.6958333333333333,0.27265625,0.8472222222222222,0.38828125,1,0.8066
image_0378,image_0378-0.png,0.9042056798934937,0.6319444444444444,0.0921875,0.8597222222222223,0.221875,0,0.7676
image_0379,image_0379-0.png,0.9262569546699524,0.6763888888888889,0.58203125,0.9097222222222222,0.72578125,1,0.8145
image_0380,image_0380-0.png,0.929879665374756,0.6861111111111111,0.77109375,0.9097222222222222,0.9109375,1,0.824
image_0380,image_0380-1.png,0.9171331524848938,0.7125,0.10546875,0.9152777777777776,0.2296875,1,0.808
image_0380,image_0380-2.png,0.9043949842453004,0.7083333333333334,0.2359375,0.9180555555555556,0.39453125,1,0.8164
image_0381,image_0381-0.png,0.9273614287376404,0.6597222222222222,0.2640625,0.8916666666666667,0.3921875,0,0.7593
image_0381,image_0381-1.png,0.8900576233863831,0.7291666666666666,0.746875,0.8638888888888889,0.85078125,0,0.7773
image_0381,image_0381-2.png,0.879533052444458,0.7375,0.084375,0.8638888888888889,0.25234375,0,0.785
image_0382,image_0382-0.png,0.9293372631072998,0.6875,0.65703125,0.9263888888888888,0.83515625,0,0.7876
image_0382,image_0382-1.png,0.9250650405883788,0.65,0.1046875,0.8875,0.23203125,0,0.793
image_0383,image_0383-0.png,0.923696219921112,0.6944444444444444,0.5859375,0.9208333333333332,0.73125,1,0.8076
image_0384,image_0384-0.png,0.915766417980194,0.6125,0.29609375,0.8347222222222223,0.484375,1,0.82
image_0384,image_0384-1.png,0.8955264687538147,0.6611111111111111,0.834375,0.7944444444444444,0.92578125,1,0.811
image_0384,image_0384-2.png,0.8639377355575562,0.6361111111111111,0.5796875,0.7958333333333333,0.640625,0,0.7646
image_0385,image_0385-0.png,0.914792001247406,0.6361111111111111,0.71484375,0.7458333333333333,0.78984375,1,0.8247
image_0386,image_0386-0.png,0.9284648895263672,0.6027777777777777,0.77890625,0.8222222222222222,0.91171875,0,0.7466
image_0386,image_0386-1.png,0.9161645770072936,0.6625,0.6265625,0.8569444444444444,0.73359375,0,0.787
image_0386,image_0386-2.png,0.8963862061500549,0.6263888888888889,0.38984375,0.8444444444444444,0.56328125,0,0.7983
image_0387,image_0387-0.png,0.8875632882118225,0.65,0.4890625,0.8083333333333333,0.58828125,0,0.78
image_0387,image_0387-1.png,0.7054523825645447,0.6847222222222222,0.29140625,0.8486111111111111,0.44609375,1,0.809
image_0388,image_0388-0.png,0.9086125493049622,0.6166666666666667,0.4421875,0.7361111111111112,0.51015625,0,0.796
image_0389,image_0389-0.png,0.9056312441825868,0.6111111111111112,0.3421875,0.7277777777777777,0.41640625,0,0.785
image_0390,image_0390-0.png,0.8892311453819275,0.6333333333333333,0.36171875,0.7875,0.44609375,1,0.8237
image_0390,image_0390-1.png,0.8843967318534851,0.6583333333333333,0.6796875,0.7861111111111111,0.78671875,0,0.7944
image_0390,image_0390-2.png,0.8729269504547119,0.7013888888888888,0.48515625,0.8,0.565625,0,0.7754
image_0391,image_0391-0.png,0.8936590552330017,0.6472222222222223,0.48046875,0.7333333333333333,0.590625,0,0.757
image_0391,image_0391-1.png,0.8909245729446411,0.6027777777777777,0.2859375,0.7194444444444444,0.36953125,0,0.789
image_0392,image_0392-0.png,0.9159504771232604,0.6263888888888889,0.60546875,0.7166666666666667,0.68984375,1,0.8154
image_0392,image_0392-1.png,0.8996228575706482,0.6,0.45625,0.7263888888888889,0.51796875,0,0.78
image_0392,image_0392-2.png,0.8720604181289673,0.6152777777777778,0.3203125,0.7305555555555555,0.40625,0,0.79
image_0393,image_0393-0.png,0.9210212230682372,0.5958333333333333,0.31796875,0.8513888888888889,0.41484375,0,0.794
image_0393,image_0393-1.png,0.9094050526618958,0.6611111111111111,0.57421875,0.8263888888888888,0.68046875,1,0.799
image_0393,image_0393-2.png,0.9071893095970154,0.7055555555555556,0.44453125,0.875,0.5578125,0,0.7734
image_0394,image_0394-0.png,0.8868837952613831,0.6930555555555555,0.10703125,0.8222222222222222,0.22421875,1,0.8027
image_0394,image_0394-1.png,0.7730173468589783,0.6652777777777777,0.56640625,0.8930555555555556,0.7125,0,0.7734
image_0394,image_0394-2.png,0.7475215792655945,0.6541666666666667,0.659375,0.8472222222222222,0.76875,0,0.795
image_0395,image_0395-0.png,0.898652195930481,0.6277777777777778,0.7046875,0.7638888888888888,0.79921875,0,0.784
image_0395,image_0395-1.png,0.8610537052154541,0.675,0.4375,0.7694444444444445,0.5484375,0,0.786
image_0396,image_0396-0.png,0.9172374606132508,0.6861111111111111,0.69296875,0.8513888888888889,0.79765625,0,0.792
image_0397,image_0397-0.png,0.9225180745124816,0.5930555555555556,0.478125,0.7027777777777777,0.53984375,0,0.774
image_0397,image_0397-1.png,0.9059395790100098,0.5944444444444444,0.675,0.7361111111111112,0.8171875,1,0.824
image_0398,image_0398-0.png,0.9127424359321594,0.6097222222222223,0.41484375,0.7305555555555555,0.484375,0,0.795
image_0398,image_0398-1.png,0.8782292008399963,0.6458333333333334,0.5875,0.7513888888888889,0.64609375,0,0.796
image_0398,image_0398-2.png,0.8302560448646545,0.6208333333333333,0.66171875,0.7347222222222223,0.746875,0,0.773
image_0399,image_0399-0.png,0.910580575466156,0.6444444444444445,0.70703125,0.8083333333333333,0.828125,0,0.798
image_0399,image_0399-1.png,0.8860416412353516,0.6541666666666667,0.478125,0.7694444444444445,0.56796875,0,0.7656
image_0399,image_0399-2.png,0.8859090209007263,0.625,0.29765625,0.7708333333333334,0.378125,0,0.7744
image_0400,image_0400-0.png,0.8959011435508728,0.6625,0.38046875,0.8222222222222222,0.46015625,0,0.7866
image_0400,image_0400-1.png,0.88813716173172,0.6583333333333333,0.16484375,0.8180555555555555,0.36328125,1,0.812
image_0400,image_0400-2.png,0.8743395805358887,0.7069444444444445,0.52578125,0.8305555555555556,0.60703125,0,0.75
image_0401,image_0401-0.png,0.9072398543357848,0.6791666666666667,0.246875,0.8652777777777778,0.34453125,0,0.777
image_0402,image_0402-0.png,0.8878389596939087,0.7180555555555556,0.35078125,0.8291666666666667,0.46015625,0,0.7744
image_0402,image_0402-1.png,0.8817873597145081,0.6180555555555556,0.47734375,0.7930555555555555,0.5390625,0,0.7837
image_0402,image_0402-2.png,0.8688511252403259,0.6555555555555556,0.24921875,0.7902777777777777,0.3359375,0,0.791
image_0403,image_0403-0.png,0.910403609275818,0.6013888888888889,0.29140625,0.8902777777777777,0.49765625,0,0.796
image_0403,image_0403-1.png,0.8945385813713074,0.6944444444444444,0.5421875,0.8694444444444445,0.6390625,0,0.789
image_0404,image_0404-0.png,0.8828976154327393,0.6972222222222222,0.3859375,0.8472222222222222,0.4734375,1,0.829
image_0405,image_0405-0.png,0.9100826978683472,0.6861111111111111,0.52734375,0.8527777777777777,0.621875,0,0.784
image_0406,image_0406-0.png,0.8907356262207031,0.6916666666666667,0.27265625,0.8291666666666667,0.3640625,0,0.7783
image_0406,image_0406-1.png,0.8783999681472778,0.6458333333333334,0.584375,0.8986111111111111,0.753125,0,0.778
image_0406,image_0406-2.png,0.872686505317688,0.6583333333333333,0.4171875,0.8527777777777777,0.5546875,1,0.8022
image_0407,image_0407-0.png,0.9028836488723756,0.675,0.54375,0.8402777777777778,0.634375,0,0.786
image_0407,image_0407-1.png,0.8911363482475281,0.5305555555555556,0.30859375,0.8458333333333333,0.45546875,0,0.773
image_0408,image_0408-0.png,0.9170286655426024,0.4694444444444444,0.24921875,0.7194444444444444,0.359375,0,0.775
image_0408,image_0408-1.png,0.9153500199317932,0.5958333333333333,0.41796875,0.7138888888888889,0.49296875,0,0.793
image_0408,image_0408-2.png,0.892645537853241,0.6111111111111112,0.603125,0.7305555555555555,0.671875,1,0.8135
image_0409,image_0409-0.png,0.9131813645362854,0.6486111111111111,0.15234375,0.8041666666666667,0.253125,0,0.796
image_0410,image_0410-0.png,0.9331482648849488,0.5277777777777778,0.5984375,0.7986111111111112,0.75390625,0,0.788
image_0410,image_0410-1.png,0.9177266359329224,0.4541666666666666,0.1671875,0.7694444444444445,0.26875,1,0.836
image_0410,image_0410-2.png,0.896931529045105,0.6277777777777778,0.3359375,0.7680555555555556,0.428125,0,0.7744
image_0411,image_0411-0.png,0.9203487634658812,0.6055555555555555,0.153125,0.8277777777777777,0.32109375,0,0.7876
image_0411,image_0411-1.png,0.9060099124908448,0.6722222222222223,0.80859375,0.8263888888888888,0.909375,0,0.7974
image_0412,image_0412-0.png,0.9058302044868468,0.6333333333333333,0.23671875,0.7861111111111111,0.32578125,1,0.8037
image_0413,image_0413-0.png,0.8901784420013428,0.6375,0.5953125,0.7736111111111111,0.67578125,1,0.8037
image_0414,image_0414-0.png,0.9085273146629332,0.6833333333333333,0.38515625,0.8666666666666667,0.48828125,0,0.7954
image_0414,image_0414-1.png,0.9081581830978394,0.6708333333333333,0.0375,0.875,0.2234375,1,0.8
image_0414,image_0414-2.png,0.9055451154708862,0.5722222222222222,0.7375,0.9041666666666668,0.8671875,0,0.7856
image_0415,image_0415-0.png,0.9270456433296204,0.6722222222222223,0.08984375,0.8472222222222222,0.2015625,1,0.8135
image_0415,image_0415-1.png,0.915327250957489,0.7083333333333334,0.55546875,0.8666666666666667,0.68359375,1,0.8105
image_0416,image_0416-0.png,0.8975864052772522,0.7069444444444445,0.08828125,0.8888888888888888,0.23671875,1,0.8086
image_0417,image_0417-0.png,0.9304413795471193,0.6611111111111111,0.24765625,0.8347222222222223,0.4046875,0,0.7773
image_0417,image_0417-1.png,0.9138745665550232,0.6180555555555556,0.70546875,0.8972222222222223,0.8578125,1,0.8213
image_0417,image_0417-2.png,0.8695505261421204,0.7166666666666667,0.54140625,0.8583333333333333,0.6875,0,0.7676
image_0418,image_0418-0.png,0.9288944602012634,0.6569444444444444,0.40859375,0.8902777777777777,0.5546875,1,0.828
image_0418,image_0418-1.png,0.9187542796134948,0.5958333333333333,0.5859375,0.8597222222222223,0.6953125,0,0.7974
image_0419,image_0419-0.png,0.9244607090950012,0.6805555555555556,0.6671875,0.8652777777777778,0.846875,0,0.7954
image_0419,image_0419-1.png,0.8998333215713501,0.6847222222222222,0.19140625,0.8972222222222223,0.4140625,1,0.804
image_0419,image_0419-2.png,0.8414133191108704,0.7027777777777777,0.52890625,0.9055555555555556,0.6109375,0,0.7656
image_0420,image_0420-0.png,0.9036254286766052,0.5638888888888889,0.67421875,0.7361111111111112,0.75390625,1,0.821
image_0420,image_0420-1.png,0.9027846455574036,0.5944444444444444,0.28515625,0.7513888888888889,0.4296875,1,0.8076
image_0420,image_0420-2.png,0.8867805600166321,0.5958333333333333,0.49375,0.7819444444444444,0.63828125,0,0.7783
image_0421,image_0421-0.png,0.8968150615692139,0.6361111111111111,0.53515625,0.7444444444444445,0.61015625,1,0.8047
image_0421,image_0421-1.png,0.8669949769973755,0.6347222222222222,0.71953125,0.7652777777777777,0.8,0,0.772
image_0421,image_0421-2.png,0.707120418548584,0.6625,0.346875,0.7569444444444444,0.4328125,1,0.802
image_0422,image_0422-0.png,0.9202349781990052,0.5638888888888889,0.29375,0.7541666666666667,0.4359375,1,0.8047
image_0422,image_0422-1.png,0.9001504182815552,0.6458333333333334,0.5328125,0.7555555555555555,0.61328125,0,0.76
image_0422,image_0422-2.png,0.8772210478782654,0.6652777777777777,0.7953125,0.7708333333333334,0.9140625,0,0.7915
image_0423,image_0423-0.png,0.9066736698150636,0.7027777777777777,0.7796875,0.8791666666666667,0.9,0,0.7656
image_0423,image_0423-1.png,0.901466965675354,0.6402777777777777,0.228125,0.8416666666666667,0.446875,1,0.8384
image_0423,image_0423-2.png,0.7655432820320129,0.6916666666666667,0.51875,0.8194444444444444,0.6546875,0,0.793
image_0424,image_0424-0.png,0.9147118330001832,0.6388888888888888,0.35,0.75,0.434375,0,0.7817
image_0424,image_0424-1.png,0.8727731704711914,0.6652777777777777,0.58046875,0.7708333333333334,0.6796875,1,0.838
image_0425,image_0425-0.png,0.9122871160507202,0.6111111111111112,0.646875,0.7611111111111111,0.76328125,1,0.8193
image_0426,image_0426-0.png,0.8874160051345825,0.6388888888888888,0.50390625,0.7375,0.56953125,0,0.7393
image_0426,image_0426-1.png,0.8740278482437134,0.65,0.671875,0.7472222222222222,0.77578125,0,0.7812
image_0427,image_0427-0.png,0.903871476650238,0.6402777777777777,0.39296875,0.7236111111111111,0.47578125,1,0.835
image_0427,image_0427-1.png,0.8779776096343994,0.6263888888888889,0.2375,0.7194444444444444,0.35234375,0,0.7886
image_0428,image_0428-0.png,0.8953883647918701,0.6361111111111111,0.4375,0.7319444444444444,0.5296875,0,0.796
image_0428,image_0428-1.png,0.8546687364578247,0.6236111111111111,0.2203125,0.7152777777777778,0.31640625,0,0.768
image_0429,image_0429-0.png,0.9032130837440492,0.5875,0.36015625,0.7777777777777778,0.48984375,1,0.806
image_0429,image_0429-1.png,0.9030314087867736,0.6416666666666667,0.62890625,0.7763888888888889,0.7015625,0,0.7783
image_0430,image_0430-0.png,0.8724200129508972,0.6375,0.41328125,0.7430555555555556,0.525,0,0.7974
image_0430,image_0430-1.png,0.7084921002388,0.6375,0.5828125,0.7763888888888889,0.70625,1,0.821
image_0431,image_0431-0.png,0.875399649143219,0.6430555555555556,0.55625,0.7375,0.6703125,0,0.786
image_0432,image_0432-0.png,0.8939201831817627,0.7486111111111111,0.31796875,0.9166666666666666,0.53515625,1,0.8027
image_0433,image_0433-0.png,0.9177860021591188,0.6791666666666667,0.37421875,0.8388888888888889,0.54140625,1,0.803
image_0433,image_0433-1.png,0.9151360392570496,0.6416666666666667,0.54140625,0.8388888888888889,0.703125,0,0.783
image_0433,image_0433-2.png,0.9118440747261048,0.7013888888888888,0.19765625,0.8430555555555556,0.35,1,0.827
image_0434,image_0434-0.png,0.9091394543647766,0.7486111111111111,0.52265625,0.9333333333333332,0.646875,0,0.7705
image_0434,image_0434-1.png,0.8968360424041748,0.5944444444444444,0.28046875,0.9152777777777776,0.40078125,0,0.785
image_0435,image_0435-0.png,0.9206135869026184,0.6708333333333333,0.1703125,0.8305555555555556,0.325,0,0.7944
image_0435,image_0435-1.png,0.9005534648895264,0.725,0.5421875,0.85,0.63984375,0,0.7573
image_0435,image_0435-2.png,0.898987889289856,0.6986111111111111,0.3625,0.8305555555555556,0.471875,0,0.7783
image_0436,image_0436-0.png,0.9105972647666932,0.5875,0.190625,0.7722222222222223,0.34609375,0,0.7886
image_0436,image_0436-1.png,0.8907538652420044,0.65,0.5109375,0.7791666666666667,0.6359375,0,0.775
image_0436,image_0436-2.png,0.8676400780677795,0.6652777777777777,0.3859375,0.7666666666666667,0.4875,1,0.8013
image_0437,image_0437-0.png,0.8803408145904541,0.725,0.0171875,0.9930555555555556,0.175,0,0.789
image_0437,image_0437-1.png,0.8697354793548584,0.7375,0.6375,0.9638888888888888,0.84296875,1,0.811
image_0437,image_0437-2.png,0.5447179675102234,0.7708333333333334,0.3265625,0.9527777777777776,0.50546875,1,0.82
image_0437,image_0437-3.png,0.525741696357727,0.8347222222222223,0.32890625,0.9513888888888888,0.415625,0,0.789
image_0438,image_0438-0.png,0.9036716818809508,0.7180555555555556,0.371875,0.8888888888888888,0.5640625,0,0.789
image_0438,image_0438-1.png,0.8666452765464783,0.5736111111111111,0.6171875,0.8986111111111111,0.80546875,0,0.7817
image_0438,image_0438-2.png,0.7913888096809387,0.7097222222222223,0.14609375,0.8375,0.253125,0,0.786
image_0439,image_0439-0.png,0.912773072719574,0.725,0.58046875,0.8708333333333333,0.7609375,1,0.819
image_0439,image_0439-1.png,0.905963897705078,0.7069444444444445,0.37109375,0.8875,0.56328125,1,0.8076
image_0439,image_0439-2.png,0.8660702109336853,0.6305555555555555,0.1984375,0.8361111111111111,0.31640625,0,0.7393
image_0440,image_0440-0.png,0.9228851795196532,0.6097222222222223,0.24765625,0.8388888888888889,0.3453125,1,0.813
image_0441,image_0441-0.png,0.904540479183197,0.6041666666666666,0.3203125,0.8888888888888888,0.45703125,1,0.8354
image_0441,image_0441-1.png,0.8981942534446716,0.6486111111111111,0.00546875,0.8277777777777777,0.1859375,0,0.7803
image_0441,image_0441-2.png,0.8963755965232849,0.6986111111111111,0.58515625,0.8402777777777778,0.72265625,1,0.825
image_0442,image_0442-0.png,0.8660575151443481,0.5944444444444444,0.80390625,0.8319444444444445,0.9203125,0,0.79
image_0442,image_0442-1.png,0.821800947189331,0.6555555555555556,0.1625,0.8055555555555556,0.29765625,0,0.7676
image_0443,image_0443-0.png,0.931322991847992,0.6194444444444445,0.56875,0.9,0.69140625,1,0.8164
image_0443,image_0443-1.png,0.9185627698898317,0.6361111111111111,0.0734375,0.8513888888888889,0.1796875,1,0.809
image_0443,image_0443-2.png,0.9119313955307008,0.7055555555555556,0.7984375,0.8875,0.94453125,1,0.8047
image_0444,image_0444-0.png,0.91987806558609,0.5847222222222223,0.03046875,0.8569444444444444,0.15,0,0.7837
image_0444,image_0444-1.png,0.9008941054344176,0.7041666666666667,0.72890625,0.8638888888888889,0.8140625,1,0.8115
image_0444,image_0444-2.png,0.892555296421051,0.725,0.30390625,0.9027777777777778,0.5265625,0,0.796
image_0445,image_0445-0.png,0.9286976456642152,0.7069444444444445,0.0640625,0.8777777777777778,0.2375,1,0.8335
image_0445,image_0445-1.png,0.9106948375701904,0.7472222222222222,0.60234375,0.9138888888888888,0.784375,0,0.798
image_0445,image_0445-2.png,0.9007234573364258,0.7333333333333333,0.2703125,0.9194444444444444,0.39921875,0,0.7793
image_0446,image_0446-0.png,0.9104983806610109,0.6236111111111111,0.225,0.7611111111111111,0.30546875,0,0.773
image_0446,image_0446-1.png,0.8962154388427734,0.6,0.63984375,0.7666666666666667,0.72109375,0,0.795
image_0446,image_0446-2.png,0.8763301372528076,0.675,0.31640625,0.7736111111111111,0.43359375,1,0.836
image_0447,image_0447-0.png,0.9131502509117126,0.6361111111111111,0.65,0.8027777777777778,0.75703125,1,0.8076
image_0447,image_0447-1.png,0.9124764800071716,0.6180555555555556,0.4796875,0.7986111111111112,0.5640625,0,0.7764
image_0447,image_0447-2.png,0.9085522890090942,0.5805555555555556,0.1953125,0.7708333333333334,0.2859375,1,0.8145
image_0448,image_0448-0.png,0.9098474383354188,0.6805555555555556,0.64765625,0.8069444444444445,0.74453125,0,0.7905
image_0448,image_0448-1.png,0.9046357870101928,0.6611111111111111,0.81015625,0.7777777777777778,0.91640625,0,0.7236
image_0448,image_0448-2.png,0.8800709843635559,0.6652777777777777,0.425,0.7861111111111111,0.55703125,0,0.784
image_0449,image_0449-0.png,0.8744258880615234,0.6083333333333333,0.68125,0.7444444444444445,0.7609375,0,0.7393
image_0450,image_0450-0.png,0.925101637840271,0.7208333333333333,0.56484375,0.8791666666666667,0.6828125,0,0.7983
image_0450,image_0450-1.png,0.908147156238556,0.6944444444444444,0.69609375,0.9097222222222222,0.90703125,0,0.798
image_0450,image_0450-2.png,0.9009094834327698,0.65,0.284375,0.975,0.45546875,1,0.806
image_0451,image_0451-0.png,0.9101975560188292,0.75,0.4046875,0.8916666666666667,0.54921875,1,0.8213
image_0452,image_0452-0.png,0.9157918691635132,0.5875,0.5234375,0.8166666666666667,0.61875,0,0.7974
image_0452,image_0452-1.png,0.9113143682479858,0.6722222222222223,0.36796875,0.8083333333333333,0.46953125,0,0.787
image_0452,image_0452-2.png,0.8415047526359558,0.6888888888888889,0.6671875,0.8708333333333333,0.803125,0,0.794
image_0453,image_0453-0.png,0.901232659816742,0.5402777777777777,0.5359375,0.9458333333333332,0.70859375,0,0.7725
image_0453,image_0453-1.png,0.8903257250785828,0.6805555555555556,0.72578125,0.9013888888888888,0.81484375,0,0.7686
image_0453,image_0453-2.png,0.7300719022750854,0.6694444444444444,0.24453125,0.8972222222222223,0.34375,0,0.7803
image_0453,image_0453-3.png,0.595008909702301,0.6694444444444444,0.21796875,0.9472222222222222,0.3453125,0,0.7617
image_0454,image_0454-0.png,0.9112589359283448,0.6416666666666667,0.7515625,0.8055555555555556,0.928125,1,0.812
image_0454,image_0454-1.png,0.8976736664772034,0.5833333333333334,0.57421875,0.8222222222222222,0.75234375,0,0.7964
image_0454,image_0454-2.png,0.8898529410362244,0.6625,0.3015625,0.7902777777777777,0.38984375,0,0.7783
image_0455,image_0455-0.png,0.8138159513473511,0.7694444444444445,0.12109375,0.9680555555555556,0.278125,0,0.7803
image_0456,image_0456-0.png,0.909712553024292,0.6708333333333333,0.1015625,0.8472222222222222,0.2140625,0,0.775
image_0456,image_0456-1.png,0.9074036478996276,0.6402777777777777,0.6578125,0.8430555555555556,0.834375,1,0.841
image_0457,image_0457-0.png,0.913232445716858,0.6986111111111111,0.21484375,0.8583333333333333,0.3421875,0,0.773
image_0457,image_0457-1.png,0.8844729661941528,0.7319444444444444,0.4859375,0.9236111111111112,0.59765625,0,0.7974
image_0458,image_0458-0.png,0.8985324501991272,0.7152777777777778,0.65703125,0.8777777777777778,0.8109375,1,0.8
image_0458,image_0458-1.png,0.8752824664115906,0.6958333333333333,0.46953125,0.8652777777777778,0.54375,0,0.7773
image_0459,image_0459-0.png,0.9127906560897828,0.7194444444444444,0.709375,0.9097222222222222,0.80078125,0,0.757
image_0459,image_0459-1.png,0.7866121530532837,0.7597222222222222,0.30703125,0.9708333333333332,0.4625,0,0.7964
image_0460,image_0460-0.png,0.9111150503158568,0.6180555555555556,0.64453125,0.7236111111111111,0.7015625,0,0.735
image_0461,image_0461-0.png,0.8974171876907349,0.6625,0.51484375,0.7902777777777777,0.5796875,0,0.765
image_0461,image_0461-1.png,0.894097626209259,0.6555555555555556,0.6859375,0.7930555555555555,0.784375,0,0.75
image_0461,image_0461-2.png,0.8931012749671936,0.5680555555555555,0.34609375,0.7708333333333334,0.41328125,1,0.829
image_0462,image_0462-0.png,0.8781062960624695,0.6111111111111112,0.63125,0.7847222222222222,0.6984375,0,0.785
image_0463,image_0463-0.png,0.9219914078712464,0.5930555555555556,0.646875,0.8388888888888889,0.740625,1,0.8066
image_0463,image_0463-1.png,0.8978577852249146,0.5347222222222222,0.2203125,0.8222222222222222,0.3421875,0,0.791
image_0463,image_0463-2.png,0.8575477004051208,0.6361111111111111,0.425,0.8361111111111111,0.490625,0,0.7617
image_0464,image_0464-0.png,0.9228007793426514,0.6944444444444444,0.46328125,0.8625,0.63359375,1,0.8105
image_0464,image_0464-1.png,0.9162765741348268,0.7111111111111111,0.30234375,0.8611111111111112,0.44140625,0,0.7847
image_0464,image_0464-2.png,0.8870823383331299,0.7486111111111111,0.14296875,0.8847222222222222,0.25703125,0,0.791
image_0465,image_0465-0.png,0.9079540371894836,0.6958333333333333,0.4203125,0.7916666666666666,0.48671875,0,0.7666
image_0466,image_0466-0.png,0.9041315913200378,0.7,0.353125,0.9263888888888888,0.5546875,0,0.7793
image_0466,image_0466-1.png,0.8972638845443726,0.7583333333333333,0.6296875,0.9722222222222222,0.7328125,1,0.823
image_0466,image_0466-2.png,0.865826427936554,0.7527777777777778,0.17890625,0.8930555555555556,0.30234375,0,0.7925
image_0467,image_0467-0.png,0.8832229971885681,0.6625,0.39140625,0.8138888888888889,0.4625,0,0.782
image_0468,image_0468-0.png,0.872691810131073,0.7541666666666667,0.42421875,0.875,0.5796875,1,0.811
image_0468,image_0468-1.png,0.8407486081123352,0.7180555555555556,0.6515625,0.8569444444444444,0.79609375,0,0.752
image_0468,image_0468-2.png,0.725260853767395,0.6861111111111111,0.20703125,0.8402777777777778,0.371875,0,0.7905
image_0469,image_0469-0.png,0.9196154475212096,0.6958333333333333,0.57890625,0.8722222222222222,0.72734375,0,0.7515
image_0469,image_0469-1.png,0.8960138559341431,0.5388888888888889,0.40703125,0.8930555555555556,0.54296875,1,0.813
image_0469,image_0469-2.png,0.8839164972305298,0.7263888888888889,0.23046875,0.8597222222222223,0.33515625,0,0.757
image_0470,image_0470-0.png,0.906143307685852,0.6402777777777777,0.284375,0.7527777777777778,0.34296875,0,0.7417
image_0470,image_0470-1.png,0.8997959494590759,0.6375,0.565625,0.7916666666666666,0.67421875,0,0.754
image_0470,image_0470-2.png,0.8543648719787598,0.6805555555555556,0.40625,0.7888888888888889,0.5453125,0,0.791
image_0471,image_0471-0.png,0.923089861869812,0.7388888888888889,0.51796875,0.9,0.63359375,0,0.7983
image_0472,image_0472-0.png,0.922097146511078,0.7263888888888889,0.76171875,0.9708333333333332,0.87265625,0,0.794
image_0472,image_0472-1.png,0.914236307144165,0.7416666666666667,0.26484375,0.9652777777777778,0.459375,1,0.807
image_0472,image_0472-2.png,0.9033578634262084,0.7722222222222223,0.05859375,0.9458333333333332,0.165625,1,0.8154
image_0473,image_0473-0.png,0.8122426271438599,0.6847222222222222,0.1890625,0.825,0.325,0,0.796
image_0474,image_0474-0.png,0.9123072028160096,0.6597222222222222,0.41875,0.7597222222222222,0.50859375,0,0.769
